Course_Code,Course Name_x,R1_Points19,R2_Points19,Course Name_y,R1_Points20,R2_Points20,Course Category,Course_Name,R1_Points21,R2_Points21
GY128,Arts (Global Languages),370.0,,Arts (Global Languages),352.0,,Languages,Arts (Global Languages),346.0,
GY130,Arts (Music),400.0,,Arts (Music),408.0,,Arts,Arts (Music),462.0,
GY132,"Government (Politics, Economics and Law)",402.0,,"Government (Politics, Economics and Law)",407.0,,Social and behavioural sciences,Government (Politics,,465.0
GY133,Education (Computer Science and Mathematical  Studies),401.0,,Education (Computer Science and Mathematical Studies),422.0,,Education,Education (Computer Science and Mathematical Studi,454.0,
GY201,Commerce,420.0,,Commerce,433.0,,Business and administration,Commerce,476.0,
GY202,Commerce (International) with French,484.0,,Commerce (International) with French,484.0,,Business and administration,Commerce (International) with French,520.0,
GY203,Commerce (International) with German,489.0,,Commerce (International) with German,489.0,,Business and administration,Commerce (International) with German,518.0,
GY204,Commerce (International) with Spanish,484.0,,Commerce (International) with Spanish,495.0,,Business and administration,Commerce (International) with Spanish,506.0,
GY206,Business Information Systems (Work Placement & Optional Int`l Study),431.0,,Business Information Systems (Work Placement & Optional Int`l Study),465.0,,Business and administration,Business Information Systems (Work Placement and O,509.0,
GY207,Commerce (Accounting) including optional Global Experience year,486.0,,Commerce (Accounting) including optional Global Experience year,509.0,,Business and administration,Commerce (Accounting) including optional Global Ex,543.0,
GY208,Commerce (Gaeilge),473.0,,Commerce (Gaeilge),473.0,,Business and administration,Commerce (Gaeilge),508.0,
GY209,Commerce (Global Experience),509.0,,Commerce (Global Experience),530.0,,Business and administration,Commerce (Global Experience),551.0,
GY250,Law & Business,436.0,,Law and Business,487.0,,Law,Law and Business,510.0,
GY251,Law,473.0,,Law (BCL),499.0,,Law,Law (BCL),542.0,
GY252,Law & Human Rights,510.0,,Law (BCL) and Human Rights,520.0,,Law,Law (BCL) and Human Rights,565.0,
GY261,"Business Studies (International Hotel Management, Shannon)",486.0,,"Business Studies (International Hotel Management, interview)",497.0,,Business and administration,Business Studies in International Hotel Management,503.0,
GY262,"Commerce (International Hotel Management, Shannon)",671.0,,"Commerce (International Hotel Management, interview)",681.0,,Business and administration,Commerce in International Hotel Management (interv,709.0,
GY301,Science,400.0,,Science,433.0,432.0,Biological and related sciences,Science,489.0,488.0
GY303,Biomedical Science,533.0,,Biomedical Science,556.0,,Biological and related sciences,Biomedical Science,613.0,
GY304,Biotechnology,473.0,,Biotechnology,465.0,,Engineering and engineering trades,Biotechnology,498.0,495.0
GY308,Environmental Science,413.0,,Environmental Science,408.0,,Environment,Environmental Science,431.0,430.0
GY309,Financial Mathematics and Economics,454.0,,Financial Mathematics and Economics,487.0,,Mathematics and statistics,Financial Mathematics and Economics,509.0,
GY310,Marine Science,409.0,,Marine Science,419.0,,Physical sciences,Marine Science,467.0,
GY313,Environmental Health and Safety,402.0,,Environmental Health and Safety,412.0,,Hygiene and occupational health services,Environmental Health and Safety,412.0,
GY314,Earth and Ocean Sciences,402.0,,Earth and Ocean Sciences,403.0,,Physical sciences,Earth and Ocean Sciences,422.0,
GY318,Biopharmaceutical Chemistry,510.0,,Biopharmaceutical Chemistry,509.0,,Biological and related sciences,Biopharmaceutical Chemistry,555.0,
GY319,Mathematical Science,456.0,,Mathematical Science,476.0,,Mathematics and statistics,Mathematical Science,543.0,
GY320,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",401.0,,"Physics (Degree options: Applied,Astrophysics,Biomedical,Theoretical)",402.0,,Physical sciences,Physics (Degree options: Applied Astrophysics Biom,465.0,
GY350,Computer Science and Information Technology,425.0,,Computer Science and Information Technology,403.0,,Information and Communication Technologies (ICTs),Computer Science and Information Technology,495.0,
GY401,Engineering (Undenominated),444.0,,Engineering (Undenominated),465.0,,Engineering and engineering trades,Engineering (Undenominated),522.0,520.0
GY402,Civil Engineering,509.0,,Civil Engineering,455.0,,Architecture and construction,Civil Engineering,533.0,521.0
GY405,Mechanical Engineering,443.0,,Mechanical Engineering,454.0,,Engineering and engineering trades,Mechanical Engineering,541.0,
GY406,Electronic and Computer Engineering,509.0,,Electronic and Computer Engineering,510.0,,Engineering and engineering trades,Electronic and Computer Engineering,555.0,
GY408,Biomedical Engineering,519.0,,Biomedical Engineering,509.0,,Engineering and engineering trades,Biomedical Engineering,554.0,
GY410,Project and Construction Management,434.0,,Project and Construction Management,403.0,,Architecture and construction,Project and Construction Management,431.0,
GY413,Energy Systems Engineering,532.0,,Energy Systems Engineering,502.0,,Engineering and engineering trades,Energy Systems Engineering,509.0,
GY414,Electrical and Electronic Engineering,454.0,,Electrical and Electronic Engineering,405.0,,Engineering and engineering trades,Electrical and Electronic Engineering,433.0,
GY501,"Medicine (five year/six year course, HPAT required)",726.0,,"Medicine (five year/six year course, HPAT required)",728.0,,Health,Medicine (five year/six year course,,737.0
GY502,Occupational Therapy,532.0,,Occupational Therapy,555.0,,Health,Occupational Therapy,601.0,
GY503,Speech and Language Therapy,529.0,,Speech and Language Therapy,543.0,,Health,Speech and Language Therapy,578.0,
GY504,Podiatric Medicine,434.0,,Podiatric Medicine,443.0,,Health,Podiatric Medicine,531.0,526.0
GY515,General Nursing (Galway and Portiuncula),442.0,,General Nursing (Galway and Portiuncula),476.0,473.0,Health,General Nursing (Galway and Portiuncula),502.0,496.0
GY516,Mental Health Nursing,388.0,,Mental Health Nursing,440.0,,Health,Mental Health Nursing,475.0,441.0
GY517,Midwifery,429.0,,Midwifery,495.0,,Health,Midwifery,520.0,509.0
LY108,Business - Accounting,318.0,,Business - Accounting,309.0,,Business and administration,Business - Accounting,312.0,
LY118,Business,287.0,,Business,290.0,,Business and administration,Business,288.0,
LY208,Law,300.0,,Law,300.0,,Law,Law,300.0,290.0
LY228,Sports and Exercise (Common Entry),278.0,,Sports and Exercise - Common Entry,300.0,,Personal services,Sports and Exercise - Common Entry,290.0,
LY408,Design (Common Entry),307.0,,Design - Common Entry,320.0,,Arts,Design - Common Entry,301.0,
LY508,Fire Safety Engineering,270.0,,Fire Safety Engineering,276.0,,Architecture and construction,Fire Safety Engineering,283.0,
LY518,Quantity Surveying,307.0,,Quantity Surveying,301.0,,Architecture and construction,Quantity Surveying,304.0,
LY528,Construction Management,267.0,,Construction Management,271.0,,Architecture and construction,Construction Management,262.0,
LY618,Electronics and Embedded Systems,307.0,,Electronic Engineering,312.0,,Engineering and engineering trades,Electronic Engineering,321.0,
LY708,Applied Computing,300.0,,Applied Computing,306.0,,Information and Communication Technologies (ICTs),Applied Computing,320.0,
LY818,Science (Common Entry),302.0,,Science - Common Entry,303.0,,Biological and related sciences,Science - Common Entry,302.0,
LY828,Agriculture (Common Entry),300.0,,Agriculture - Common Entry,307.0,,Agriculture,Agriculture - Common Entry,308.0,300.0
LY908,General Nursing,383.0,,General Nursing,400.0,,Health,General Nursing,429.0,
LY918,Psychiatric Nursing,291.0,,Psychiatric Nursing,357.0,,Health,Psychiatric Nursing,367.0,
LY928,Intellectual Disability Nursing,288.0,,Intellectual Disability Nursing,326.0,,Health,Intellectual Disability Nursing,357.0,
LY968,"Early Childhood Care, Health and Education",300.0,,"Early Childhood Care, Health and Education",303.0,,Welfare,Early Childhood Care,,288.0
LY978,Health & Social Care (Common Entry),260.0,,Health & Social Care - Common Entry,280.0,,Health,Health and Social Care - Common Entry,279.0,
MI001,Contemporary & Applied Theatre Studies,345.0,,Contemporary & Applied Theatre Studies,375.0,,Arts,Contemporary and Applied Theatre Studies,209.0,
MI002,Arts (offered in conjunction with the University of Limerick),300.0,,Arts,300.0,281.0,Arts,Arts,280.0,
MI005,Education - Primary Teaching,473.0,,Education - Primary Teaching,495.0,,Education,Education - Primary Teaching,522.0,
MI006,Education - Primary Teaching (Gaeltacht Applicants),442.0,,Education - Primary Teaching - Gaeltacht Applicants,456.0,,Education,Education - Primary Teaching - Gaeltacht Applicant,485.0,
MI007,Early Childhood Care and Education,366.0,,Early Childhood Care and Education,357.0,,Education,Early Childhood Care and Education,409.0,
MI008,Education and Psychology - Primary Teaching,543.0,,Education and Psychology - Primary Teaching,588.0,,Education,Education and Psychology - Primary Teaching,590.0,
MI009,"Education, Business Studies and Accounting (Thurles Campus)",392.0,,"Education, Business Studies and Accounting",402.0,,Education,Education,,434.0
MI010,"Education, Business Studies and Religious Studies (Thurles Campus)",326.0,,"Education, Business Studies and Religious Studies",368.0,,Education,Education,,370.0
MI011,"Education, Irish and Religious Studies (Thurles Campus)",377.0,,"Education, Gaeilge and Religious Studies",409.0,,Education,Education,,407.0
MI012,"Education, Irish and Business Studies (Thurles Campus)",398.0,,"Education, Gaeilge and Business Studies",401.0,,Education,Education,,387.0
MI013,"Education, Mathematics and Gaeilge (Thurles Campus)",433.0,,"Education, Mathematics and Gaeilge",444.0,,Education,Education,,509.0
LC110,"Art and Design (Common Entry, portfolio)",734.0,,"Art and Design (Common Entry, portfolio)",740.0,,Arts,Art and Design (Common Entry,,794.0
LC114,Fashion and Textiles for Product and Costume (portfolio),900.0,,Fashion and Textiles for Product and Costume (portfolio),880.0,,Arts,Fashion and Textiles for Product and Costume (port,914.0,
LC220,Digital Marketing,254.0,,Digital Marketing,262.0,,Business and administration,Digital Marketing,263.0,
LC223,Law and Taxation,308.0,,Law and Taxation,307.0,,Law,Law and Taxation,331.0,
LC224,Accounting and Finance,299.0,,Accounting and Finance,300.0,,Business and administration,Accounting and Finance,300.0,
LC225,Marketing and Management,298.0,,Marketing and Management,298.0,,Business and administration,Marketing and Management,298.0,
LC226,Enterprise and Innovation,216.0,,Enterprise and Innovation,234.0,234.0,Business and administration,Enterprise and Innovation,255.0,
LC233,Software Development,300.0,,Software Development,272.0,,Information and Communication Technologies (ICTs),Software Development,280.0,
LC234,Interactive Digital Media,219.0,,Interactive Digital Media,225.0,,Information and Communication Technologies (ICTs),Immersive Digital Media and Spatial Computing,226.0,
LC236,Internet Systems Development,298.0,,Internet Systems Development,262.0,260.0,Information and Communication Technologies (ICTs),Internet Systems Development,260.0,
LC239,Computer Networks and Systems Management,335.0,,Computer Networks and Systems Management,307.0,,Information and Communication Technologies (ICTs),Computer Networks and Systems Management,317.0,
LC241,Construction Management,276.0,,Construction Management,255.0,,Architecture and construction,Construction Management,326.0,
LC242,Property Valuation and Management,292.0,,Property Valuation and Management,282.0,,Architecture and construction,Property Valuation and Management,308.0,
LC243,Quantity Surveying,281.0,,Quantity Surveying,294.0,,Architecture and construction,Quantity Surveying,278.0,
LC248,Built Environment (Common Entry),307.0,,Built Environment (Common Entry),288.0,,Architecture and construction,Built Environment (Common Entry),300.0,
LC252,Civil Engineering Management,281.0,,Civil Engineering Management,270.0,,Architecture and construction,Civil Engineering Management,264.0,
LC263,Clinical Technology,282.0,,Clinical Technology,294.0,,Health,Medical Technology,391.0,
LC265,Forensic and Pharmaceutical Sciences,335.0,,Forensic and Pharmaceutical Sciences,413.0,,Physical sciences,Forensic and Pharmaceutical Sciences,498.0,
LC266,Drug and Medicinal Product Analysis,236.0,,Drug and Medicinal Product Analysis,262.0,,Environment,Drug and Medicinal Product Analysis,252.0,
LC275,Electrical Engineering,288.0,,Electrical Engineering,298.0,,Engineering and engineering trades,Electrical Engineering,361.0,347.0
LC288,Mechanical Engineering,307.0,,Mechanical Engineering,347.0,346.0,Engineering and engineering trades,Mechanical Engineering,378.0,369.0
LC289,Precision Engineering,280.0,,Precision Engineering,291.0,,Engineering and engineering trades,Precision Engineering,261.0,
LC292,Social Care Work,360.0,,Social Care Work,367.0,,Welfare,Social Care Work,374.0,
LC293,Business Studies with Travel and Tourism Management,299.0,,Business Studies with Travel and Tourism Management,307.0,,Personal services,Business Studies with Travel and Tourism Managemen,271.0,264.0
LC294,Business Studies with Event Management,271.0,,Business Studies with Event Management,279.0,,Personal services,Business Studies with Event Management,279.0,
LC295,Business Studies with Sports Management,263.0,,Business Studies with Sports Management,252.0,,Business and administration,Business Studies with Sports Management,262.0,
LC297,Community Development,217.0,,Community Development,235.0,,Social and behavioural sciences,Community and Addiction Studies,272.0,262.0
LC320,Business,337.0,,Business,346.0,,Business and administration,Business,381.0,
LC330,Business with Computing,298.0,,Business with Computing,297.0,,Information and Communication Technologies (ICTs),Business with Computing,328.0,308.0
LC340,Interior Design,298.0,,Interior Design,350.0,,Arts,Interior Design,391.0,368.0
LC371,Creative Broadcast and Film Production,298.0,,Creative Broadcast and Film Production,309.0,,Arts,Creative Broadcast and Film Production,325.0,310.0
LC372,Music Technology and Production,321.0,,Music Technology and Production,325.0,,Arts,Music Technology and Production,377.0,
LC374,Renewable and Electrical Energy Engineering,317.0,,Renewable and Electrical Energy Engineering,318.0,,Engineering and engineering trades,Renewable and Electrical Energy Engineering,337.0,319.0
LC375,Industrial Automation & Robotic Systems,321.0,,Industrial Automation and Robotic Systems,317.0,,Engineering and engineering trades,Industrial Automation and Robotic Systems,309.0,
LC376,Electronic Engineering,308.0,,Electronic Engineering,318.0,,Engineering and engineering trades,Electronic Engineering with Computer Systems,357.0,
LC380,Automotive Engineering and Transport Management,282.0,,Automotive Engineering and Transport Management,303.0,298.0,Transport services,Automotive Engineering and Transport Management,298.0,
LC392,Beauty and Spa Management,217.0,,Business Studies in Beauty and Spa Management,236.0,,Personal services,Business Studies in Beauty and Spa Management,328.0,317.0
LC393,Early Childhood Education & Care,260.0,,Early Childhood Education and Care,236.0,,Welfare,Early Childhood Education and Care,309.0,276.0
LC402,Social Care Work (Thurles),209.0,,Social Care Work,225.0,,Welfare,Social Care Work,228.0,
LC408,Environmental and Geographical Sciences (Thurles),262.0,,Environmental Science and Climate,279.0,,Environment,Environmental Science and Climate,279.0,
LC418,Computing - Games Design and Development (Thurles),271.0,,Computing - Games Design and Development,270.0,,Information and Communication Technologies (ICTs),Computing - Games Design and Development,260.0,256.0
LC422,Sports Strength and Conditioning (Thurles),288.0,,Sports Strength and Conditioning,298.0,,Personal services,Applied Strength and Conditioning,289.0,
LC502,"Game Art and Design (Clonmel, portfolio)",838.0,,Game Art and Design (portfolio),852.0,,Information and Communication Technologies (ICTs),Game Art and Design (portfolio),841.0,
LC517,Creative Media and Design (Clonmel),229.0,,Creative Media and Design,234.0,,Information and Communication Technologies (ICTs),Creative Media and Design,279.0,
LC518,"Digital Animation Production (Clonmel, portfolio)",816.0,,Digital Animation Production (portfolio),808.0,,Information and Communication Technologies (ICTs),Digital Animation Production (portfolio),807.0,
LC612,Social Care Work (Ennis),319.0,,Social Care Work,320.0,,Welfare,Social Care Work,309.0,
LM002,Arts (offered in conjunction with Mary Immaculate College),329.0,,Arts,348.0,,Humanities (except languages),Arts,360.0,360.0
LM020,Law and Accounting,436.0,,Law and Accounting,465.0,,Law,Law and Accounting,474.0,
LM026,Performing Arts (audition required),307.0,,Performing Arts (audition required),303.0,,Arts,Performing Arts (audition format TBC),329.0,
LM028,Criminal Justice,387.0,,Criminal Justice,418.0,,Law,Criminal Justice,420.0,
LM029,Law Plus,473.0,,Law Plus,490.0,,Law,Law Plus,530.0,
LM038,Psychology and Sociology,478.0,,Psychology and Sociology,500.0,,Social and behavioural sciences,Psychology and Sociology,530.0,
LM039,Journalism and New Media,388.0,,Journalism and Digital Communication,402.0,,Journalism and information,Journalism and Digital Communication,432.0,
LM040,European Studies,350.0,,European Studies,369.0,,Humanities (except languages),European Studies,409.0,
LM044,Applied Languages,404.0,,Applied Languages,442.0,,Languages,Applied Languages,429.0,
LM050,Business Studies,419.0,,Business Studies (options),431.0,,Business and administration,Business Studies (options),451.0,
LM056,International Business,511.0,,International Business,528.0,,Business and administration,International Business,555.0,
LM058,Financial Mathematics,434.0,,Financial Mathematics,403.0,,Mathematics and statistics,Financial Mathematics,468.0,
LM063,Technology Management,372.0,,Technology Management,379.0,,Information and Communication Technologies (ICTs),Technology Management,410.0,
LM068,Food Science and Health,400.0,,Food Science and Health,421.0,,Manufacturing and processing,Food Science and Health,464.0,
LM076,Product Design and Technology (portfolio required),402.0,,Product Design and Technology (portfolio required),408.0,,Manufacturing and processing,Product Design and Technology (portfolio required),401.0,
LM077,Aeronautical Engineering,469.0,,Aeronautical Engineering,520.0,,Engineering and engineering trades,Aeronautical Engineering,567.0,
LM082,Construction Management and Engineering,368.0,,Construction Management and Engineering,398.0,,Manufacturing and processing,Construction Management and Engineering,446.0,
LM089,Sport and Exercise Sciences,441.0,,Sport and Exercise Sciences,474.0,,Personal services,Sport and Exercise Sciences,498.0,
LM090,Physical Education with concurrent Teacher Education,498.0,,Physical Education with concurrent Teacher Education,532.0,,Education,Physical Education with concurrent Teacher Educati,552.0,544.0
LM092,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),478.0,,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),507.0,,Education,Science with Teacher Ed (Biology with Physics/Chem,521.0,
LM093,Equine Science,338.0,,Equine Science,339.0,,Biological and related sciences,Equine Science,367.0,
LM094,Materials and Architectural Technology with concurrent Teacher Education,405.0,,Materials and Architectural Technology with concurrent Teacher Education,440.0,,Education,Materials and Architectural Technology with concur,475.0,
LM095,Materials and Engineering Technology with concurrent Teacher Education,358.0,,Materials and Engineering Technology with concurrent Teacher Education,367.0,,Education,Materials and Engineering Technology with concurre,425.0,
LM096,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),382.0,,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),405.0,,Education,Science with Teacher Ed (Physical Sciences with Ch,454.0,
LM099,Architecture (portfolio required),419.0,,Architecture (portfolio requirement suspended),498.0,,Architecture and construction,Architecture,520.0,
LM100,Physiotherapy,565.0,,Physiotherapy,589.0,,Health,Physiotherapy,613.0,
LM102,Psychology,495.0,,Psychology,509.0,,Social and behavioural sciences,Psychology,534.0,
LM103,Paramedic Studies (B and C1 Drivers Licence),313.0,,Paramedic Studies (B/C1/C1 Provisional Drivers Licence),392.0,,Health,Paramedic Studies (Full B/Provisional C1 Drivers L,429.0,
LM115,Chemical and Biochemical Engineering,456.0,,Chemical and Biochemical Engineering,454.0,,Physical sciences,Chemical and Biochemical Engineering,476.0,
LM116,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),434.0,,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),476.0,,Engineering and engineering trades,Engineering (Biomedical/Civil/Design and Manufactu,498.0,
LM118,Electronic and Computer Engineering,401.0,,Electronic and Computer Engineering,403.0,,Engineering and engineering trades,Electronic and Computer Engineering,445.0,
LM121,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),352.0,,Computer Science (Computer Systems/Games Dev/Mobile Comm Security),351.0,,Information and Communication Technologies (ICTs),Computer Science (Computer Systems/Games Dev/Cyber,402.0,
LM123,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),412.0,,Biological & Chemical Sciences (Biosci/Envir Sci/Ind Bio/IndPharma Chem),441.0,,Biological and related sciences,Biological and Chemical Sc. (Biosci/Envir Sci/Ind,498.0,
LM124,Mathematics (Math Science/Maths and Physics/Economics and Math Scien,427.0,,Mathematics (Math Science/Maths and Physics/Economics and Maths),437.0,,Mathematics and statistics,Mathematics (Math Science/Maths and Physics/Econom,455.0,
LM125,Physics (Applied Physics/Mathematics and Physics),405.0,,Physics (Applied Physics or Mathematics & Physics),404.0,,Physical sciences,Physics (Applied Physics or Mathematics and Physic,489.0,
LM150,General Nursing,440.0,,General Nursing,475.0,,Health,General Nursing,498.0,487.0
LM152,Mental Health Nursing,388.0,,Mental Health Nursing,419.0,,Health,Mental Health Nursing,478.0,466.0
LM154,Intellectual Disability Nursing,381.0,,Intellectual Disability Nursing,420.0,,Health,Intellectual Disability Nursing,462.0,443.0
LM156,Midwifery,429.0,,Midwifery,469.0,,Health,Midwifery,521.0,508.0
MU001,Theology and Arts,290.0,,Theology and Arts,290.0,290.0,Interdisciplinary programmes and qualifications involving arts and humanities,Theology and Arts,294.0,294.0
MH001,Education - Primary Teaching (Froebel),496.0,,Education - Primary Teaching (Froebel),507.0,,Education,Education - Primary Teaching (Froebel),564.0,
MH101,Arts,316.0,,Arts,318.0,,Humanities (except languages),Arts,338.0,336.0
MH106,Psychology - 3 years,495.0,,Psychology - 3 years,521.0,,Social and behavioural sciences,Psychology - 3 years,554.0,
MH107,Social Science,326.0,,Social Science,346.0,,Social and behavioural sciences,Social Science,390.0,
MH109,Media Studies,317.0,,Media Studies,316.0,,Arts,Media Studies,324.0,
MH201,Science,350.0,,Science,360.0,,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science,401.0,400.0
MH202,Biotechnology,429.0,,Biotechnology,455.0,,Biological and related sciences,Biotechnology,490.0,489.0
MH204,Physics with Astrophysics,420.0,,Physics with Astrophysics,422.0,,Physical sciences,Physics with Astrophysics,422.0,
MH206,Theoretical Physics and Mathematics,498.0,,Theoretical Physics and Mathematics,510.0,,Mathematics and statistics,Theoretical Physics and Mathematics,521.0,
MH207,Data Science,434.0,,Data Science,445.0,,Information and Communication Technologies (ICTs),Data Science,444.0,
MH208,Biological and Biomedical Sciences,451.0,,Biological and Biomedical Sciences,498.0,,Biological and related sciences,Biological and Biomedical Sciences,543.0,
MH209,Psychology (through Science) - 4 years,473.0,,Psychology (through Science) - 4 years,498.0,,Social and behavioural sciences,Psychology (through Science) - 4 years,529.0,
MH210,Pharmaceutical and Biomedical Chemistry,446.0,,Pharmaceutical and Biomedical Chemistry,487.0,,Physical sciences,Pharmaceutical and Biomedical Chemistry,510.0,
MH212,Science/Computer Science/Mathematics (with Education) - options,444.0,,Science or Maths & Computer Science or Maths & Applied Maths (with Ed),422.0,,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science|Maths and Computer Science|Mathematics (wi,452.0,443.0
MH304,Engineering (Computer/Electronic/Communications),371.0,,Engineering (Computer/Electronic/Communications),333.0,333.0,Engineering and engineering trades,Engineering (Computer/Electronic/Communications),351.0,351.0
MH305,Product Design,358.0,,Product Design,357.0,,Engineering and engineering trades,Product Design,326.0,
MH306,Robotics and Intelligent Devices,361.0,,Robotics and Intelligent Devices,361.0,,Engineering and engineering trades,Robotics and Intelligent Devices,362.0,
MH401,Finance (options),352.0,,Finance (options),357.0,,Business and administration,Finance (options),370.0,
MH402,Quantitative Finance,476.0,,Quantitative Finance,476.0,,Business and administration,Quantitative Finance,476.0,
MH403,Accounting and Finance,402.0,,Accounting and Finance,422.0,,Business and administration,Accounting and Finance,424.0,
MH404,Business (options),400.0,,Business (options),430.0,,Business and administration,Business (options),441.0,
MH407,Business and Accounting,401.0,,Business and Accounting,420.0,,Business and administration,Business and Accounting,423.0,
MH411,Entrepreneurship,358.0,,Entrepreneurship,371.0,,Business and administration,Entrepreneurship,378.0,
MH501,LLB Law - four year Single Major Law programme,451.0,,LLB Law - four year Single Major Law programme,473.0,,Law,LLB Law - four year Single Major Law programme,507.0,
MH502,Law (options),410.0,,Law (options),451.0,,Law,Law (options),465.0,
MH601,Computer Science through Arts (options),342.0,,Computer Science through Arts (options),352.0,,Information and Communication Technologies (ICTs),Computer Science through Arts (options),381.0,
MH602,Computer Science through Science (options),357.0,,Computer Science through Science (options),351.0,,Information and Communication Technologies (ICTs),Computer Science through Science (options),400.0,
MH603,Computational Thinking,520.0,,Computational Thinking,532.0,,Information and Communication Technologies (ICTs),Computational Thinking,520.0,
AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",456.0,,"Education, Home Economics and Biology - with concurrent Teacher Ed",510.0,,Education,Education,,542.0
AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",400.0,,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",441.0,434.0,Education,Education,,464.0
AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",421.0,,"Education, Home Economics and Irish - with concurrent Teacher Ed",440.0,440.0,Education,Education,,463.0
AS051,"Nutrition, Food and Business Management",337.0,,"Nutrition, Food and Business Management",328.0,317.0,Business and administration,Nutrition,,378.0
AS054,Home Economics,387.0,,Home Economics,408.0,398.0,Biological and related sciences,Home Economics,440.0,419.0
AS110,General Nursing,391.0,,General Nursing,419.0,,Health,General Nursing,440.0,432.0
AS130,Intellectual Disability Nursing,317.0,,Intellectual Disability Nursing,336.0,328.0,Health,Intellectual Disability Nursing,387.0,358.0
SG141,Business,252.0,,Business,261.0,,Business and administration,Business,262.0,
SG146,Accounting,307.0,,Accounting,309.0,,Business and administration,Accounting,304.0,
SG147,Sport with Business,269.0,,Sport with Business,307.0,,Personal services,Sport with Business,288.0,
SG148,Tourism with Event Management,246.0,,Tourism with Event Management,269.0,,Personal services,Tourism with Event Management,298.0,
SG241,Performing Arts,279.0,,Performing Arts,328.0,,Arts,Performing Arts,341.0,
SG242,Early Childhood Care and Education,278.0,,Early Childhood Care and Education,279.0,,Welfare,Early Childhood Care and Education,287.0,
SG243,Social Care Practice,297.0,,Social Care Practice,301.0,,Welfare,Social Care Practice,309.0,
SG244,Fine Art,355.0,,Fine Art,505.0,,Arts,Fine Art,501.0,
SG245,Creative Design,261.0,,Creative Design,282.0,,Arts,Creative Design,332.0,
SG246,Computing,295.0,,Computing,290.0,,Information and Communication Technologies (ICTs),Computing,316.0,
SG247,English and Psychology,308.0,,English and Psychology,309.0,,Social and behavioural sciences,English and Psychology,319.0,
SG248,Sociology and Politics,282.0,,Sociology and Politics,281.0,,Social and behavioural sciences,Sociology and Politics,298.0,
SG249,Writing and Literature,279.0,,Writing and Literature,297.0,,Languages,Writing and Literature,308.0,
SG252,Software Development,300.0,,Software Development,307.0,,Information and Communication Technologies (ICTs),Software Development,310.0,
SG253,Computer Networks and Cloud Infrastructure,273.0,,Computer Networks and Cloud Infrastructure,324.0,,Information and Communication Technologies (ICTs),Computing in Computer Networks and Cyber Security,336.0,
SG343,Quantity Surveying,261.0,,Quantity Surveying,311.0,,Architecture and construction,Quantity Surveying,300.0,
SG346,Construction Project Management and Applied Technology,289.0,,Construction Project Management and Applied Technology,291.0,,Architecture and construction,Construction Project Management and Applied Techno,313.0,
SG347,Architecture,309.0,,Architecture,360.0,,Architecture and construction,Architecture,403.0,
SG442,Occupational Safety and Health,289.0,,Occupational Safety and Health,290.0,,Hygiene and occupational health services,Occupational Safety and Health,307.0,
SG443,Human Nutrition,357.0,,Human Nutrition,356.0,,Health,Human Nutrition,376.0,
SG444,Science (Undenominated),308.0,,Science Undenominated,338.0,,Biological and related sciences,Science Undenominated,358.0,
SG445,Pharmaceutical Science with Drug Development,347.0,,Pharmaceutical Science with Drug Development,311.0,,Physical sciences,Pharmaceutical Science with Drug Development,357.0,
SG447,Health Science and Physical Activity,316.0,,Health Science and Physical Activity,328.0,,Health,Health Science and Physical Activity,326.0,
SG448,Forensic Investigation and Analysis,306.0,,Forensic Investigation and Analysis,306.0,,Biological and related sciences,Forensic Investigation and Analysis,308.0,
SG449,Medical Biotechnology,329.0,,Medical Biotechnology,341.0,,Health,Medical Biotechnology,315.0,
TL801,Animation Visual Effects and Motion Design,281.0,,"Animation, Visual Effects and Motion Design (Level 8)",281.0,,Arts,Animation,,718.0
TL802,"TV, Radio and New Media",306.0,,"TV, Radio and New Media (Level 8)",325.0,,Arts,TV,8.0,322.0
TL810,Computing with Software Development,309.0,,Computing with Software Development,310.0,,Information and Communication Technologies (ICTs),Computing with Software Development,308.0,
TL811,Computing with Games Development,310.0,,Computing with Games Development,358.0,,Information and Communication Technologies (ICTs),Computing with Games Development,322.0,
TL815,Computing (Degree Award options),308.0,,Computing (Degree Award options),308.0,,Information and Communication Technologies (ICTs),Computing (Degree Award options),307.0,
TL823,Event Management (3 year programme),291.0,,Event Management (3 year programme),299.0,,Personal services,Event Management (3 year programme),293.0,
