,Course_Code,Course_Name,R1_Points21,R2_Points21
526.0,DN750,Social Policy and Sociology,421000.0,
527.0,DK810,Accounting and Finance,307000.0,307000.0
528.0,DK816,Business Studies,301000.0,301000.0
529.0,DK820,Computing in Games Development,309000.0,309000.0
530.0,DK821,Computing in Software Development,320000.0,316000.0
531.0,DK822,Augmented and Virtual Reality,320000.0,320000.0
532.0,DK830,Building Surveying,305000.0,
533.0,DK831,Architectural Technology,368000.0,314000.0
534.0,DK832,Construction Management,358000.0,305000.0
535.0,DK843,Engineering (Common Entry),404000.0,391000.0
536.0,DK844,Mechanical Engineering,336000.0,336000.0
537.0,DK845,Electrical and Electronic Engineering,331000.0,331000.0
538.0,DK846,Civil Engineering,371000.0,371000.0
539.0,DK850,International Tourism Management,303000.0,303000.0
540.0,DK861,Arts,302000.0,302000.0
541.0,DK862,Social Care,322000.0,319000.0
542.0,DK863,Creative Media,336000.0,320000.0
543.0,DK864,Film and Television Production,308000.0,
544.0,DK865,Audio and Music Production,352000.0,
545.0,DK870,General Nursing,440000.0,440000.0
546.0,DK872,Intellectual Disability Nursing,367000.0,366000.0
547.0,DK874,Mental Health Nursing,398000.0,
548.0,DK876,Early Childhood Studies,300000.0,
549.0,DK877,Midwifery,482000.0,477000.0
550.0,DK880,Health and Physical Activity,301000.0,
551.0,DK882,Agriculture (Award options),342000.0,
552.0,DK883,Science (Award options),373000.0,368000.0
553.0,DK884,Sustainable Agriculture,348000.0,
554.0,DK885,Agri-Food Production,,
555.0,DK886,Biopharmaceutical Science,379000.0,
556.0,DK887,Environmental Science,377000.0,
557.0,GA181,Accounting,303000.0,
558.0,GA182,Business,285000.0,
559.0,GA183,Business Information Systems,298000.0,
560.0,GA184,Marketing and Sales,300000.0,
561.0,GA185,Finance and Economics,318000.0,
562.0,GA186,Business with Entrepreneurship,287000.0,
563.0,GA187,Rural Enterprise and Agri-Business,291000.0,
564.0,GA281,Film and Documentary,310000.0,301000.0
565.0,GA282,Heritage Studies,252000.0,
566.0,GA283,Contemporary Art (portfolio),790000.0,
567.0,GA284,Design,331000.0,
568.0,GA285,Education (Art  Design and Graphics),406000.0,
569.0,GA380,International Hotel Management,218000.0,
570.0,GA381,International Tourism Management,252000.0,
571.0,GA382,Culinary and Gastronomic Science,235000.0,
572.0,GA384,Event Management with Public Relations,230000.0,
573.0,GA480,Construction Management,302000.0,
574.0,GA482,Quantity Surveying and Construction Economics,304000.0,
575.0,GA483,Architectural Technology,281000.0,273000.0
576.0,GA484,Civil Engineering,377000.0,
577.0,GA580,Software and Electronic Engineering,300000.0,
578.0,GA680,Mechanical Engineering,400000.0,
579.0,GA681,Energy Engineering,312000.0,
580.0,GA682,Biomedical Engineering,331000.0,
581.0,GA683,Agricultural Engineering,304000.0,
582.0,GA684,Engineering Common Entry to Manu/Agri/Biomed/Energ,413000.0,
583.0,GA685,Manufacturing Engineering Design,336000.0,
584.0,GA780,Applied Freshwater and Marine Biology,366000.0,
585.0,GA781,Applied Biology and Biopharmaceutical Science,381000.0,
586.0,GA782,Chemical and Pharmaceutical Science,356000.0,
587.0,GA783,Physics and Instrumentation,301000.0,
588.0,GA784,Science (Undenominated),445000.0,
589.0,GA785,Medical Science,517000.0,510000.0
590.0,GA786,Forensic Science and Analysis,408000.0,
591.0,GA787,Computing in Software Development,310000.0,
592.0,GA788,Computing and Digital Media,270000.0,
593.0,GA789,Agriculture and Environmental Management,340000.0,
594.0,GA790,Sport and Exercise Science,376000.0,366000.0
595.0,GA791,Public Health Nutrition,368000.0,
596.0,GA880,General Nursing,440000.0,
597.0,GA882,Psychiatric Nursing,369000.0,
598.0,GA885,Outdoor Education,269000.0,
599.0,GA887,History and Geography,201000.0,
600.0,GA889,Applied Social Care,265000.0,
601.0,GA890,Early Childhood Education and Care,281000.0,227000.0
602.0,GA891,Geography and Outdoor Education,261000.0,
603.0,GA892,Community Development and Youth Work (Level 8),,
604.0,GA980,Education (Design Graphics and Construction),410000.0,
605.0,GA981,Furniture Design and Manufacture,346000.0,
606.0,GA982,Furniture Making and Architectural Woodworking,360000.0,
607.0,GA983,Furniture and Digital Manufacturing,,
608.0,GA984,Furniture Design  Making and Technology - Common E,486000.0,467000.0
609.0,GY101,Arts (Joint-Honours),327000.0,326000.0
610.0,GY104,BSc (Psychology),564000.0,555000.0
611.0,GY105,Arts (History),357000.0,
612.0,GY109,Arts (Mathematics and Education),413000.0,
613.0,GY110,Arts (Children and Youth Studies - options),387000.0,
614.0,GY111,Arts (English and Creative Writing),421000.0,420000.0
615.0,GY113,Arts with Human Rights,413000.0,
616.0,GY115,Arts with Performing Arts Studies,300000.0,
617.0,GY118,Arts (Drama  Theatre and Performance Studies),453000.0,430000.0
618.0,GY119,Arts (Journalism),484000.0,473000.0
619.0,GY122,Na DÃƒÆ’Ã‚Â¡na (CumarsÃƒÆ’Ã‚Â¡id agus Gaeilge),410000.0,
620.0,GY123,Applied Social Sciences,419000.0,
621.0,GY125,Arts (Digital Arts and Technology),403000.0,
622.0,GY127,Arts (Film and Digital Media),430000.0,421000.0
623.0,GY128,Arts (Global Languages),346000.0,
624.0,GY129,Arts (Global Experience),465000.0,
625.0,GY130,Arts (Music),462000.0,
626.0,GY132,Government (Politics  Economics and Law),465000.0,451000.0
627.0,GY133,Education (Computer Science and Mathematical Studi,454000.0,
628.0,GY134,Geography and Geosystems,425000.0,
629.0,GY135,Arts (Global Media),442000.0,
630.0,GY136,Na DÃƒÆ’Ã‚Â¡na (LÃƒÆ’Ã‚Â©ann Teanga - options),526000.0,
631.0,GY201,Commerce,476000.0,
632.0,GY202,Commerce (International) with French,520000.0,
633.0,GY203,Commerce (International) with German,518000.0,
634.0,GY204,Commerce (International) with Spanish,506000.0,
635.0,GY206,Business Information Systems (Work Placement and O,509000.0,
636.0,GY207,Commerce (Accounting) including optional Global Ex,543000.0,
637.0,GY208,Commerce (Gaeilge),508000.0,
638.0,GY209,Commerce (Global Experience),551000.0,
639.0,GY250,Law and Business,510000.0,
640.0,GY251,Law (BCL),542000.0,
641.0,GY252,Law (BCL) and Human Rights,565000.0,
642.0,GY253,Law and Taxation,506000.0,
643.0,GY254,Law (BCL)  Criminology and Criminal Justice,548000.0,
644.0,GY261,Business Studies in International Hotel Management,503000.0,
645.0,GY262,Commerce in International Hotel Management (interv,709000.0,
646.0,GY301,Science,489000.0,488000.0
647.0,GY303,Biomedical Science,613000.0,
648.0,GY304,Biotechnology,498000.0,495000.0
649.0,GY308,Environmental Science,431000.0,430000.0
650.0,GY309,Financial Mathematics and Economics,509000.0,
651.0,GY310,Marine Science,467000.0,
652.0,GY313,Environmental Health and Safety,412000.0,
653.0,GY314,Earth and Ocean Sciences,422000.0,
654.0,GY318,Biopharmaceutical Chemistry,555000.0,
655.0,GY319,Mathematical Science,543000.0,
656.0,GY320,Physics (Degree options: Applied Astrophysics Biom,465000.0,
657.0,GY321,Genetics and Genomics,532000.0,
658.0,GY322,Agricultural Sciences,485000.0,
659.0,GY350,Computer Science and Information Technology,495000.0,
660.0,GY401,Engineering (Undenominated),522000.0,520000.0
661.0,GY402,Civil Engineering,533000.0,521000.0
662.0,GY405,Mechanical Engineering,541000.0,
663.0,GY406,Electronic and Computer Engineering,555000.0,
664.0,GY408,Biomedical Engineering,554000.0,
665.0,GY410,Project and Construction Management,431000.0,
666.0,GY413,Energy Systems Engineering,509000.0,
667.0,GY414,Electrical and Electronic Engineering,433000.0,
668.0,GY501,Medicine (five year/six year course  HPAT required,737000.0,737000.0
669.0,GY502,Occupational Therapy,601000.0,
670.0,GY503,Speech and Language Therapy,578000.0,
671.0,GY504,Podiatric Medicine,531000.0,526000.0
672.0,GY515,General Nursing (Galway and Portiuncula),502000.0,496000.0
673.0,GY516,Mental Health Nursing,475000.0,441000.0
674.0,GY517,Midwifery,520000.0,509000.0
675.0,LY108,Business - Accounting,312000.0,
676.0,LY118,Business,288000.0,
677.0,LY128,Marketing with Online Technologies,261000.0,261000.0
678.0,LY208,Law,300000.0,290000.0
679.0,LY228,Sports and Exercise - Common Entry,290000.0,
680.0,LY408,Design - Common Entry,301000.0,
681.0,LY508,Fire Safety Engineering,283000.0,
682.0,LY518,Quantity Surveying,304000.0,
683.0,LY528,Construction Management,262000.0,
684.0,LY538,Architectural Technology,234000.0,234000.0
685.0,LY608,Mechanical Engineering,300000.0,
686.0,LY618,Electronic Engineering,321000.0,
687.0,LY708,Applied Computing,320000.0,
688.0,LY748,Computer Science,316000.0,
689.0,LY818,Science - Common Entry,302000.0,
690.0,LY828,Agriculture - Common Entry,308000.0,300000.0
691.0,LY908,General Nursing,429000.0,
692.0,LY918,Psychiatric Nursing,367000.0,
693.0,LY928,Intellectual Disability Nursing,357000.0,
694.0,LY968,Early Childhood Care  Health and Education,288000.0,
695.0,LY978,Health and Social Care - Common Entry,279000.0,
696.0,MI001,Contemporary and Applied Theatre Studies,209000.0,
697.0,MI002,Arts,280000.0,
698.0,MI004,Education - Primary Teaching - International,589000.0,
699.0,MI005,Education - Primary Teaching,522000.0,
700.0,MI006,Education - Primary Teaching - Gaeltacht Applicant,485000.0,
701.0,MI007,Early Childhood Care and Education,409000.0,
702.0,MI008,Education and Psychology - Primary Teaching,590000.0,
703.0,MI009,Education  Business Studies and Accounting,434000.0,
704.0,MI010,Education  Business Studies and Religious Studies,370000.0,
705.0,MI011,Education  Gaeilge and Religious Studies,407000.0,
706.0,MI012,Education  Gaeilge and Business Studies,387000.0,
707.0,MI013,Education  Mathematics and Gaeilge,509000.0,
708.0,MI014,Education  Mathematics and Business Studies,476000.0,
709.0,CI110,Counselling and Psychotherapy,292000.0,
710.0,CI111,Counselling and Psychotherapy with Addiction Studi,290000.0,
711.0,CI112,Counselling and Psychotherapy with Youth Studies,325000.0,
712.0,LC110,Art and Design (Common Entry  portfolio),794000.0,
713.0,LC114,Fashion and Textiles for Product and Costume (port,914000.0,
714.0,LC115,Art and Design Teacher Education (LIT and UL  port,993000.0,
715.0,LC220,Digital Marketing,263000.0,
716.0,LC223,Law and Taxation,331000.0,
717.0,LC224,Accounting and Finance,300000.0,
718.0,LC225,Marketing and Management,298000.0,
719.0,LC226,Enterprise and Innovation,255000.0,
720.0,LC233,Software Development,280000.0,
721.0,LC234,Immersive Digital Media and Spatial Computing,226000.0,
722.0,LC236,Internet Systems Development,260000.0,
723.0,LC239,Computer Networks and Systems Management,317000.0,
724.0,LC241,Construction Management,326000.0,
725.0,LC242,Property Valuation and Management,308000.0,
726.0,LC243,Quantity Surveying,278000.0,
727.0,LC248,Built Environment (Common Entry),300000.0,
728.0,LC252,Civil Engineering Management,264000.0,
729.0,LC263,Medical Technology,391000.0,
730.0,LC265,Forensic and Pharmaceutical Sciences,498000.0,
731.0,LC266,Drug and Medicinal Product Analysis,252000.0,
732.0,LC275,Electrical Engineering,361000.0,347000.0
733.0,LC288,Mechanical Engineering,378000.0,369000.0
734.0,LC289,Precision Engineering,261000.0,
735.0,LC292,Social Care Work,374000.0,
736.0,LC293,Business Studies with Travel and Tourism Managemen,271000.0,264000.0
737.0,LC294,Business Studies with Event Management,279000.0,
738.0,LC295,Business Studies with Sports Management,262000.0,
739.0,LC297,Community and Addiction Studies,272000.0,262000.0
740.0,LC320,Business,381000.0,
741.0,LC330,Business with Computing,328000.0,308000.0
742.0,LC340,Interior Design,391000.0,368000.0
743.0,LC362,Biotechnology and Biopharmaceutical Sciences,429000.0,
744.0,LC371,Creative Broadcast and Film Production,325000.0,310000.0
745.0,LC372,Music Technology and Production,377000.0,
746.0,LC374,Renewable and Electrical Energy Engineering,337000.0,319000.0
747.0,LC375,Industrial Automation and Robotic Systems,309000.0,
748.0,LC376,Electronic Engineering with Computer Systems,357000.0,
749.0,LC380,Automotive Engineering and Transport Management,298000.0,
750.0,LC392,Business Studies in Beauty and Spa Management,328000.0,317000.0
751.0,LC393,Early Childhood Education and Care,309000.0,276000.0
752.0,LC402,Social Care Work,228000.0,
753.0,LC408,Environmental Science and Climate,279000.0,
754.0,LC416,Business,260000.0,
755.0,LC418,Computing - Games Design and Development,260000.0,256000.0
756.0,LC422,Applied Strength and Conditioning,289000.0,
757.0,LC502,Game Art and Design (portfolio),841000.0,
758.0,LC517,Creative Media and Design,279000.0,
759.0,LC518,Digital Animation Production (portfolio),807000.0,
760.0,LC612,Social Care Work,309000.0,
761.0,LM002,Arts,360000.0,360000.0
762.0,LM019,Social Sciences,451000.0,
763.0,LM020,Law and Accounting,474000.0,
764.0,LM026,Performing Arts (audition format TBC),329000.0,
765.0,LM028,Criminal Justice,420000.0,
766.0,LM029,Law Plus,530000.0,
767.0,LM038,Psychology and Sociology,530000.0,
768.0,LM039,Journalism and Digital Communication,432000.0,
769.0,LM040,European Studies,409000.0,
770.0,LM044,Applied Languages,429000.0,
771.0,LM050,Business Studies (options),451000.0,
772.0,LM056,International Business,555000.0,
773.0,LM058,Financial Mathematics,468000.0,
774.0,LM063,Technology Management,410000.0,
775.0,LM066,Environmental Science,430000.0,
776.0,LM068,Food Science and Health,464000.0,
777.0,LM076,Product Design and Technology (portfolio required),401000.0,
778.0,LM077,Aeronautical Engineering,567000.0,
779.0,LM082,Construction Management and Engineering,446000.0,
780.0,LM089,Sport and Exercise Sciences,498000.0,
781.0,LM090,Physical Education with concurrent Teacher Educati,552000.0,544000.0
782.0,LM091,Languages with concurrent Teacher Education,506000.0,
783.0,LM092,Science with Teacher Ed (Biology with Physics/Chem,521000.0,
784.0,LM093,Equine Science,367000.0,
785.0,LM094,Materials and Architectural Technology with concur,475000.0,
786.0,LM095,Materials and Engineering Technology with concurre,425000.0,
787.0,LM096,Science with Teacher Ed (Physical Sciences with Ch,454000.0,
788.0,LM097,Mathematics and Computer Science with concurrent T,465000.0,
789.0,LM099,Architecture,520000.0,
790.0,LM100,Physiotherapy,613000.0,
791.0,LM101,Medicine  - Graduate Entry (GAMSAT required),57000.0,
792.0,LM102,Psychology,534000.0,
793.0,LM103,Paramedic Studies (Full B/Provisional C1 Drivers L,429000.0,
794.0,LM105,Exercise and Health Fitness Management,441000.0,
795.0,LM115,Chemical and Biochemical Engineering,476000.0,
796.0,LM116,Engineering (Biomedical/Civil/Design and Manufactu,498000.0,
797.0,LM118,Electronic and Computer Engineering,445000.0,
798.0,LM121,Computer Science (Computer Systems/Games Dev/Cyber,402000.0,
799.0,LM122,Creative Media and Interaction Design (Digital Des,382000.0,
800.0,LM123,Biological and Chemical Sc. (Biosci/Envir Sci/Ind,498000.0,
801.0,LM124,Mathematics (Math Science/Maths and Physics/Econom,455000.0,
802.0,LM125,Physics (Applied Physics or Mathematics and Physic,489000.0,
803.0,LM150,General Nursing,498000.0,487000.0
804.0,LM152,Mental Health Nursing,478000.0,466000.0
805.0,LM154,Intellectual Disability Nursing,462000.0,443000.0
806.0,LM156,Midwifery,521000.0,508000.0
807.0,MU001,Theology and Arts,294000.0,294000.0
808.0,MU002,Theology,,
809.0,MH001,Education - Primary Teaching (Froebel),564000.0,
810.0,MH002,Education - Primary Teaching - Gaeltacht Applicant,,
811.0,MH003,Early Childhood - Teaching and Learning (full-time,381000.0,
812.0,MH101,Arts,338000.0,336000.0
813.0,MH103,Music,,
814.0,MH106,Psychology - 3 years,554000.0,
815.0,MH107,Social Science,390000.0,
816.0,MH109,Media Studies,324000.0,
817.0,MH116,Community and Youth Work (Full-Time),,
818.0,MH201,Science,401000.0,400000.0
819.0,MH202,Biotechnology,490000.0,489000.0
820.0,MH203,Biological and Geographical Sciences,451000.0,
821.0,MH204,Physics with Astrophysics,422000.0,
822.0,MH206,Theoretical Physics and Mathematics,521000.0,
823.0,MH207,Data Science,444000.0,
824.0,MH208,Biological and Biomedical Sciences,543000.0,
825.0,MH209,Psychology (through Science) - 4 years,529000.0,
826.0,MH210,Pharmaceutical and Biomedical Chemistry,510000.0,
827.0,MH212,Science|Maths and Computer Science|Mathematics (wi,452000.0,443000.0
828.0,MH304,Engineering (Computer/Electronic/Communications),351000.0,351000.0
829.0,MH305,Product Design,326000.0,
830.0,MH306,Robotics and Intelligent Devices,362000.0,
831.0,MH401,Finance (options),370000.0,
832.0,MH402,Quantitative Finance,476000.0,
833.0,MH403,Accounting and Finance,424000.0,
834.0,MH404,Business (options),441000.0,
835.0,MH407,Business and Accounting,423000.0,
836.0,MH411,Entrepreneurship,378000.0,
837.0,MH501,LLB Law - four year Single Major Law programme,507000.0,
838.0,MH502,Law (options),465000.0,
839.0,MH601,Computer Science through Arts (options),381000.0,
840.0,MH602,Computer Science through Science (options),400000.0,
841.0,MH603,Computational Thinking,520000.0,
842.0,MH801,Early Childhood - Teaching and Learning (part-time,,
843.0,MH802,Community and Youth Work (part-time  in service),,
844.0,MH803,Local Studies/Community Studies (part-time  evenin,,
845.0,AS001,Education  Home Economics and Biology - with concu,542000.0,533000.0
846.0,AS002,Education  Home Economics and Religious Ed - with,464000.0,452000.0
847.0,AS003,Education  Home Economics and Irish - with concurr,463000.0,457000.0
848.0,AS051,Nutrition  Food and Business Management,378000.0,347000.0
849.0,AS054,Home Economics,440000.0,419000.0
850.0,AS110,General Nursing,440000.0,432000.0
851.0,AS130,Intellectual Disability Nursing,387000.0,358000.0
852.0,SG141,Business,262000.0,
853.0,SG145,Business and ICT,279000.0,
854.0,SG146,Accounting,304000.0,
855.0,SG147,Sport with Business,288000.0,
856.0,SG148,Tourism with Event Management,298000.0,
857.0,SG150,Business in Marketing,298000.0,
858.0,SG241,Performing Arts,341000.0,
859.0,SG242,Early Childhood Care and Education,287000.0,
860.0,SG243,Social Care Practice,309000.0,
861.0,SG244,Fine Art,501000.0,
862.0,SG245,Creative Design,332000.0,
863.0,SG246,Computing,316000.0,
864.0,SG247,English and Psychology,319000.0,
865.0,SG248,Sociology and Politics,298000.0,
866.0,SG249,Writing and Literature,308000.0,
867.0,SG252,Software Development,310000.0,
868.0,SG253,Computing in Computer Networks and Cyber Security,336000.0,
869.0,SG254,Writing and Literature Online,327000.0,
870.0,SG255,Law and Business,291000.0,
871.0,SG341,General Engineering,373000.0,
872.0,SG342,Civil Engineering,418000.0,
873.0,SG343,Quantity Surveying,300000.0,
874.0,SG344,Mechanical Engineering,412000.0,
875.0,SG346,Construction Project Management and Applied Techno,313000.0,
876.0,SG347,Architecture,403000.0,
877.0,SG348,Interior Architecture and Design,359000.0,
878.0,SG349,Electronics and Self Driving Technologies,,
879.0,SG350,Robotics and Automation,384000.0,
880.0,SG442,Occupational Safety and Health,307000.0,
881.0,SG443,Human Nutrition,376000.0,
882.0,SG444,Science Undenominated,358000.0,
883.0,SG445,Pharmaceutical Science with Drug Development,357000.0,
884.0,SG447,Health Science and Physical Activity,326000.0,
885.0,SG448,Forensic Investigation and Analysis,308000.0,
886.0,SG449,Medical Biotechnology,315000.0,
887.0,SG450,Environmental Science with Ecology (Level 8),310000.0,
888.0,TL801,Animation  Visual Effects and Motion Design (Level,718000.0,
889.0,TL802,TV  Radio and New Media (Level 8),322000.0,
890.0,TL810,Computing with Software Development,308000.0,
891.0,TL811,Computing with Games Development,322000.0,
892.0,TL815,Computing (Degree Award options),307000.0,
893.0,TL823,Event Management (3 year programme),293000.0,
894.0,TL831,Business Studies (Major Specialism in: Acctng or M,306000.0,
895.0,TL842,Construction Management,,
896.0,TL844,Agricultural Engineering,301000.0,
897.0,TL845,Civil Engineering,361000.0,
898.0,TL847,Manufacturing Engineering,305000.0,
899.0,TL848,Agricultural Science,307000.0,
900.0,TL851,Wildlife Biology (Degree Award options),309000.0,
901.0,TL855,Pharmaceutical Science (Degree Award options),316000.0,
902.0,TL858,Veterinary Bioscience,317000.0,
903.0,TL871,Health and Leisure (Degree Award options),303000.0,
904.0,TL872,Health and Leisure with Massage,314000.0,
905.0,TL873,Coaching and Sports Performance,308000.0,
906.0,TL874,Inclusive Sport and Physical Activity,341000.0,
907.0,TL880,Early Childhood Care and Education,309000.0,
908.0,TL881,Social Care,301000.0,
909.0,TL889,Counselling with Addiction - Mature applicants onl,,
910.0,TL890,General Nursing and Mature Applicants,463000.0,
911.0,TL891,Mental Health Nursing and Mature Applicants,440000.0,419000.0
912.0,WD001,Applied Computing (options),270000.0,261000.0
913.0,WD002,Science (options),279000.0,
914.0,WD005,Health Sciences (options),271000.0,
915.0,WD006,Exercise Sciences (options),270000.0,
916.0,WD007,Engineering (options),270000.0,270000.0
917.0,WD025,Construction Management and Engineering,262000.0,
918.0,WD027,Music,321000.0,
919.0,WD048,Business (options),279000.0,
920.0,WD084,Accounting,308000.0,
921.0,WD091,Hospitality Management,225000.0,
922.0,WD116,General Nursing,446000.0,
923.0,WD117,Psychiatric Nursing,415000.0,
924.0,WD120,Intellectual Disability Nursing,390000.0,
925.0,WD134,International Business,267000.0,
926.0,WD137,Design (Visual Communications),252000.0,
927.0,WD140,Laws,280000.0,
928.0,WD144,Architecture,309000.0,
929.0,WD147,Pharmaceutical Science,288000.0,
930.0,WD150,Criminal Justice Studies,280000.0,
931.0,WD152,Visual Art,243000.0,
932.0,WD161,Computer Forensics and Security,270000.0,
933.0,WD162,Quantity Surveying,226000.0,
934.0,WD163,Psychology,456000.0,
935.0,WD186,Sports Coaching and Performance,261000.0,
936.0,WD187,Social Science,276000.0,
937.0,WD191,Agricultural Science,377000.0,
938.0,WD192,Social Care Practice,271000.0,
939.0,WD193,Marketing and Digital Media,279000.0,
940.0,WD194,Culinary Arts,237000.0,
941.0,WD195,Architectural and Building Information Modelling T,279000.0,
942.0,WD200,Arts (options),201000.0,201000.0
943.0,WD210,Software Systems Development,260000.0,
944.0,WD211,Creative Computing,270000.0,
945.0,WD212,Recreation and Sport Management,262000.0,
946.0,WD230,Mechanical and Manufacturing Engineering,230000.0,230000.0
947.0,WD231,Early Childhood Care and Education,266000.0,
948.0,WD232,Business Information Systems,261000.0,261000.0
